"name"	"abstract"
"朶思大王"	"朶思 大王（だし だいおう）は、中国の通俗歴史小説『三国志演義』に登場する架空の人物。禿竜洞（とくりょうどう）という洞窟の主という設定。南蛮一の知恵者の異名を持つ。蜀軍の諸葛亮に連敗を喫していた南蛮王孟獲は、五度目の抵抗に際して、弟の孟優の紹介により禿竜洞の朶思大王へ救援を求める。朶思大王は、禿竜洞への道の四ヶ所に配置された毒の泉が蜀軍の進路を阻むだろうと孟獲に言った。この毒の泉による策略は蜀軍を苦しめるが、諸葛亮は孟獲の兄である孟節の手助けにより打ち破った。その後、朶思大王は孟獲と共に楊鋒の裏切りにより囚われの身となるが、すぐに孟獲と共に解放される。朶思大王はその後も孟獲と行動を共にし、孟獲が銀坑洞に拠って精兵を集め、妻の弟の帯来洞主の勧めにより木鹿大王に援軍を求めに行く間、前線の三江城の守備を任される。趙雲、魏延の軍と交戦するが、乱戦の中討ち取られる。"
"孔秀"	"孔 秀（こう しゅう）は、中国の通俗歴史小説『三国志演義』に登場する架空の武将。曹操配下の部将、東嶺関の守将として登場する。関羽が千里行をした際、通行手形が無い事を知り、止めようとする。しかしなおも押し通ろうとする為、人質を置いていくよう強要、これに怒った関羽に斬られる。"
"孟坦"	"孟 坦（もう たん）は、中国の通俗歴史小説『三国志演義』に登場する架空の人物。洛陽太守韓福の部将で、関羽の千里行で登場する。韓福に対し、手形を持たない関羽を通さないよう進言し、さらに、自らが囮となって関羽を招き寄せ、そこに矢を射掛ける策を提案した。そして関羽がやってくると、孟坦は応戦して3合もせずに逃走した。しかし罠に誘いこもうとしたところ、追いすがった関羽に一刀両断されてしまう。"
"徐康"	"徐 康（じょ こう、生没年不詳）は、小説『三国志演義』の登場する架空の人物。徐庶の弟という設定で、兄の不在中に母親の世話をしていたが、早世する。『演義』第三十六回『玄徳計を用いて樊城を襲い　元直馬を走らせて諸葛を薦む』において、程昱が徐庶を劉備のもとから引き離す計略を献策する際、「…今、弟の徐康は既に死亡し…」と言及されている。"
"徹里吉"	"徹里吉（てつりきつ）は、中国の通俗歴史小説『三国志演義』に登場する羌族（西羌）の架空の王。"
"楊鋒"	"楊 鋒（よう ほう）は、中国の通俗歴史小説『三国志演義』に登場する架空の人物。南蛮の銀冶洞（ぎんやどう）二十一洞の洞主。諸葛亮に恩義を受けた彼は、5人の屈強な息子達と3万の兵を引きつれ、孟獲、孟優、朶思大王のもとに偽って援軍として訪ねてくる。喜んだ孟獲により酒宴を催されるが、宴に何も無いのは興ざめだと、楊鋒は連れて来た同族の女達に剣舞を踊らせる。やがて孟獲達が酒に酔い油断し始めると、楊鋒は息子達と杯を献上する振りをして三人の側に近づき捕縛してしまう。そして女達に宴席場を包囲させ、彼らの身柄を確保した後に、諸葛亮に引き渡すのである。これにより朶思大王の禿竜洞は陥落する。"
"裴元紹"	"裴 元紹（はい げんしょう）は、中国の通俗歴史小説『三国志演義』に登場する架空の武将。もとは張角の部下という設定であるが、黄巾の乱の後は周倉とともに山賊まがいの生活を送る。五関を突破した関羽が旅の途中に郭常という人物の屋敷に宿を借りるが、彼の息子は武芸と遊びに耽る道楽者で、しかも裴元紹の仲間でもあったので、赤兎馬に目をつけた息子はそれを奪おうと裴元紹と語らって、屋敷を出た関羽一行を手勢を率いて待ち構える。しかし赤兎馬の持ち主が、つねづね周倉から聞かされていた豪傑の関羽だと分かると、裴元紹は恐れ入って周倉ともども配下に加えてくれと懇願する。結局、周倉のみが関羽配下となり、裴元紹は劉備からの迎えが来るまで部下を率いて待つことになるのであるが、その後、裴元紹は通りがかった趙雲の馬を盗もうとして、たった一合で殺されてしまうというものである。横山光輝の漫画『三国志』では、単に劉備を出迎えようとしていたところ、昼寝していた趙雲と口喧嘩になって殺されるという役回りで、『演義』よりも気の毒な結末になっている。"
"雅丹"	"雅丹（がたん）は、中国の通俗歴史小説『三国志演義』に登場する架空の政治家、武将。西羌の宰相。魏の曹真の救援要請を受けた国王徹里吉の命令により、元帥の越吉と共に25万の兵を率いて対蜀戦に参加する。鉄車と呼ばれる兵器で蜀軍を苦しめるが、諸葛亮の計略により鉄車兵は落とし穴に落ちた所を撃破されて、越吉は戦死、自身も捕らえられてしまう。戦後、羌族を懐柔しようと考えた諸葛亮により鉄車等の兵器を返却され、徹里吉への伝言を託され解放される。"
"顎煥"	"顎 煥（がく かん）は、中国の通俗歴史小説『三国志演義』に登場する架空の武将。「鄂煥」と表記される場合もある。蜀漢に対して反乱した越雋太守高定の部将。身の丈9尺、容貌醜怪、方天戟を使う万夫不当の剛の者とされる。反乱鎮圧のため侵攻してきた諸葛亮を迎撃するため、高定に先鋒を命じられ迎撃するが、魏延・王平・張翼に包囲されて生け捕りにされてしまう。諸葛亮が離間の計により解放すると、以後の顎煥は蜀漢の力量を恐れ、また、諸葛亮への恩義から、高定にも帰順を薦めるようになる。最後は雍闓、朱褒を斬り、高定と共に蜀漢に帰順する。"
"キョウ景"	"龔 景（きょう けい）は、小説『三国志演義』に登場する架空の人物。黄巾の乱時の青州太守（太守と書いてあるが、おそらく刺史の誤りで、実際の青州刺史は孔融のようである）。黄巾の乱が起き、青州もその被害を受ける。太守（刺史？）の龔景は張角軍の兵に居城を囲まれたので、幽州の劉焉に救援を要請する。そのとき劉焉のもとには、校尉の鄒靖と義勇軍の劉備らがいたので、劉焉は彼らを派遣、劉備の策によって敵は混乱し、それに乗じて龔景も民兵を率いて討って出ることができ、黄巾賊を討ち破ることに成功した。"
"兪渉"	"兪 渉（ゆ しょう）は、中国の通俗歴史小説『三国志演義』に登場する架空の武将。『演義』の第5回に登場、袁術配下の猛将とされる。董卓軍の華雄が反董卓連合軍に攻撃を仕掛けてくると、名乗りを上げて華雄に一騎討ちを挑んだが、3合も交える事無く討ち取られてしまう。なお、吉川英治の小説『三国志』及び横山光輝の漫画『三国志』では袁紹配下として登場し、やはり華雄に一騎討ちを挑んだが、数合で首を刎ねられている。"
"李珪"	"李 珪（り けい）は、中国の通俗歴史小説『三国志演義』に登場する架空の政治家。荊州の諸侯劉表の幕僚。劉表死後、蔡瑁が作った偽の遺言状により劉琮が後継されようとすると、兄劉琦を思って躊躇する劉琮を李珪は支持し、劉琦を迎えるべきと進言する。しかし、蔡瑁と言い争いになり、ついに処刑されてしまう。このとき李珪は処刑の直前まで蔡瑁を罵り続けている。"
"荀正"	"荀 正（じゅん せい）は、中国の通俗歴史小説『三国志演義』に登場する架空の武将。袁術配下の将軍紀霊の副将。紀霊の劉備討伐に従軍する。紀霊は関羽との一騎打をした際に30合余り戦うと陣へ戻り、その後荀正に関羽に当たるよう命じている。荀正自身はかなり乗り気で、関羽を「名も無き末輩」と挑発して出撃する。しかし、その挑発に怒った関羽に1合で斬り捨てられて果ててしまう。荀正を討ち取った勢いで劉備軍は、一気に紀霊軍を押し返している。"
